Date,return_omar
2002-01,0.01978607862301918
2002-02,0.017421534027260346
2002-03,-0.01623225946971334
2002-04,0.04822309630202587
2002-05,0.0043099209946208285
2002-06,0.05129612072140455
2002-07,0.06542635584629744
2002-08,-0.00850545679904723
2002-09,0.06721801154982787
2002-10,-0.06140932918393811
2002-11,-0.06607257000396367
2002-12,0.0558131804374589
2003-01,0.010949128070831211
2003-02,0.019969576337426777
2003-03,-0.003665359409137997
2003-04,-0.10206494632146842
2003-05,-0.024065809994410443
2003-06,-0.0020246303615806555
2003-07,0.005020091932440562
2003-08,0.005042884708709318
2003-09,-0.0014488310672506103
2003-10,-0.006719284741239763
2003-11,0.0021574046388247604
2003-12,-0.00038318715303992454
2004-01,-0.0007
2004-02,-0.0006
2004-03,-0.0009
2004-04,-0.0018813168830871083
2004-05,0.0011495683645768627
2004-06,0.0011328168121421023
2004-07,0.017299671072501552
2004-08,-0.0001621044984566357
2004-09,0.011793628478985666
2004-10,0.0034053339888806657
2004-11,-0.004898765591675389
2004-12,-0.02763765600449714
2005-01,-1.0606201825416649e-05
2005-02,0.003961422306721558
2005-03,0.030847302694074905
2005-04,0.004819264184238982
2005-05,-0.018588394654583694
2005-06,0.003595593613601891
2005-07,0.007035193222761204
2005-08,0.0003659418488918091
2005-09,-0.005777995354412645
2005-10,0.00039641587918944846
2005-11,-0.004113047533179207
2005-12,-0.0027178118399173615
2006-01,0.005623878989986949
2006-02,-0.0008027744867685144
2006-03,-0.0017479931593110012
2006-04,-0.008706564420635311
2006-05,-0.0027045915956106807
2006-06,-0.0042393314066917626
2006-07,0.000344827518564338
2006-08,-0.002674074177360428
2006-09,-0.0039510567609606865
2006-10,-0.006401948382939649
2006-11,-0.0029820123032659194
2006-12,-0.0035307177654691985
2007-01,-0.008365327500542273
2007-02,-7.0970386825736e-05
2007-03,-0.002441745749937378
2007-04,-0.008373959122618475
2007-05,-0.002567342605951738
2007-06,-0.0019960707659088645
2007-07,0.024603206482239386
2007-08,-0.0038360827836737515
2007-09,-0.0036055741502760714
2007-10,0.030281203670535127
2007-11,0.05528853534694439
2007-12,0.024950109045016416
2008-01,0.01645511430608454
2008-02,0.04441725317091736
2008-03,0.02430210381392451
2008-04,-0.05390465270422358
2008-05,0.031691019921952626
2008-06,0.07516197561520373
2008-07,-0.014888929886147003
2008-08,-0.00017614470654307279
2008-09,0.06611911581585853
2008-10,0.1386523961481973
2008-11,0.08085006798603897
2008-12,0.05319375141910973
2009-01,0.11821068589537287
2009-02,0.1942304022282854
2009-03,-0.20738067693598736
2009-04,-0.10882464809175268
2009-05,-0.07183093866805745
2009-06,0.04621211121589442
2009-07,-0.015492807209636056
2009-08,-0.2808424865891449
2009-09,-0.010928752654658714
2009-10,0.03670130084890176
2009-11,0.005660222599720208
2009-12,0.010912432101266707
2010-01,0.012680600683618369
2010-02,0.0007415835418561558
2010-03,-0.0001
2010-04,0.0015422976405527625
2010-05,0.0015480032053685967
2010-06,0.004841026917594184
2010-07,-0.004838718108384276
2010-08,0.025490471661600542
2010-09,-0.023143637093103946
2010-10,-0.0010604948505779453
2010-11,0.008416119115363926
2010-12,-0.006808082194513475
2011-01,-0.00019994059024395762
2011-02,0.0007084084649449309
2011-03,0.0009813936732624554
2011-04,0.0018268459335626878
2011-05,0.0030796337956475817
2011-06,0.0011821756483388866
2011-07,0.010597735696595657
2011-08,0.021449315452591468
2011-09,0.03574281507367441
2011-10,-0.04731851663056645
2011-11,0.012072754731994722
2011-12,0.008860530678085567
2012-01,-0.020888206852095168
2012-02,-0.01632717038022506
2012-03,-0.006602447768736813
2012-04,0.011219690651571341
2012-05,0.027333299191191412
2012-06,-0.004095451960854042
2012-07,0.0024258320919679555
2012-08,-0.0051679075343597685
2012-09,-0.00016455004116617536
2012-10,0.0016466455155265587
2012-11,0.0012663854485314425
2012-12,-2.8100010913449335e-05
2013-01,0.006589959090916504
2013-02,0.0026448111331720406
2013-03,-0.0015077267703822663
2013-04,-4.273100150128191e-05
2013-05,0.003974943890272177
2013-06,0.007744377466864474
2013-07,-0.006235255857847463
2013-08,-0.0037108228962049188
2013-09,0.0009342130621600041
2013-10,-0.006327186102478486
2013-11,-0.0016054723420025586
2013-12,0.0005215541485319925
2014-01,0.004249868090446966
2014-02,-0.0017413705062110099
2014-03,0.00015038958998640355
2014-04,-0.00018386319181016317
2014-05,0.0002369259030662104
2014-06,0.00039010827716214383
2014-07,-0.0006390073823096555
2014-08,0.0
2014-09,0.006365542141836895
2014-10,0.004231769833355599
2014-11,0.0009455226716404523
2014-12,0.001784397209131705
2015-01,0.016422272941787726
2015-02,-0.007905259024332737
2015-03,0.0034362056804959906
2015-04,-0.004655008699139339
2015-05,0.00418302221726103
2015-06,0.0060005506657936445
2015-07,0.009390502656851747
2015-08,0.008507939839761898
2015-09,0.01140276580797118
2015-10,-0.0161141269859143
2015-11,0.0050492746443387745
2015-12,0.014693286987785695
2016-01,0.02663568080092894
2016-02,0.003121937165041128
2016-03,-0.030404269912392354
2016-04,-0.004335456701589795
2016-05,-0.0012030513952189811
2016-06,0.011679592537702668
2016-07,-0.013306199459808326
2016-08,-0.0038864596647294677
2016-09,0.0015577702015522666
2016-10,0.004990136845257139
2016-11,-0.0011951589737703556
2016-12,-0.0025583564130438
2017-01,0.0011913872838527663
2017-02,-0.0023097014641064767
2017-03,0.00040960739229273707
2017-04,-0.0013921633960496688
2017-05,0.001562359046062006
2017-06,-0.0008157252978236432
2017-07,-0.000859282247007085
2017-08,0.0001729644695333298
2017-09,-0.0015654931361931551
2017-10,0.0007775437826028873
2017-11,-0.001527938474410871
2017-12,-0.0003482757380370053
2018-01,-0.0021267480611934413
2018-02,0.008692868305531004
2018-03,0.0023735918106235435
2018-04,0.0021079272494332517
2018-05,0.0015395859336496287
2018-06,-0.006090459080217552
2018-07,-0.005345246459085843
2018-08,-0.0029798621410290146
2018-09,-0.0005323077308663096
2018-10,0.014587226954701204
2018-11,-0.010169954476857212
2018-12,0.029321177389119907
2019-01,-0.021352266753987752
2019-02,-0.0014596513231118166
2019-03,0.001524830993295492
2019-04,-0.0037469995957462735
2019-05,0.019566948658463618
2019-06,-0.008247783584723537
2019-07,-0.0002905182012737364
2019-08,0.012284094512892398
2019-09,-0.010661453223956502
2019-10,-0.0017676792948881517
2019-11,-0.004900460955852217
2019-12,-0.001387401834230474
2020-01,0.0034830321109728416
2020-02,0.015367984305630022
2020-03,0.04408386129831165
2020-04,-0.07967624144101428
2020-05,-0.02936820383970518
2020-06,-0.03430607329097951
2020-07,-0.05010930752572512
2020-08,-0.0648691304896717
2020-09,0.031167333721684457
2020-10,0.02151251654557177
2020-11,-0.06480715054531432
2020-12,-0.03037913294672454
2021-01,0.00568008064720952
2021-02,-0.0014166096525172782
2021-03,-0.019555493938455484
2021-04,-0.03283848089223993
2021-05,0.005352034034976877
2021-06,-0.0206933659288619
2021-07,-0.012052447521941187
2021-08,-0.020277294139967567
2021-09,0.030545639624361878
2021-10,-0.025916141237985788
2021-11,-0.014045164382194428
2021-12,-0.025956597524819634
